#	Name:   Map from Sharp MZ-700 (video) European alternate character set to Unicode
#	Date:   2021 November 21
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x0020	# SPACE
0x01	0x1CCD6	# OUTLINED LATIN CAPITAL LETTER A
0x02	0x1CCD7	# OUTLINED LATIN CAPITAL LETTER B
0x03	0x1CCD8	# OUTLINED LATIN CAPITAL LETTER C
0x04	0x1CCD9	# OUTLINED LATIN CAPITAL LETTER D
0x05	0x1CCDA	# OUTLINED LATIN CAPITAL LETTER E
0x06	0x1CCDB	# OUTLINED LATIN CAPITAL LETTER F
0x07	0x1CCDC	# OUTLINED LATIN CAPITAL LETTER G
0x08	0x1CCDD	# OUTLINED LATIN CAPITAL LETTER H
0x09	0x1CCDE	# OUTLINED LATIN CAPITAL LETTER I
0x0A	0x1CCDF	# OUTLINED LATIN CAPITAL LETTER J
0x0B	0x1CCE0	# OUTLINED LATIN CAPITAL LETTER K
0x0C	0x1CCE1	# OUTLINED LATIN CAPITAL LETTER L
0x0D	0x1CCE2	# OUTLINED LATIN CAPITAL LETTER M
0x0E	0x1CCE3	# OUTLINED LATIN CAPITAL LETTER N
0x0F	0x1CCE4	# OUTLINED LATIN CAPITAL LETTER O
0x10	0x1CCE5	# OUTLINED LATIN CAPITAL LETTER P
0x11	0x1CCE6	# OUTLINED LATIN CAPITAL LETTER Q
0x12	0x1CCE7	# OUTLINED LATIN CAPITAL LETTER R
0x13	0x1CCE8	# OUTLINED LATIN CAPITAL LETTER S
0x14	0x1CCE9	# OUTLINED LATIN CAPITAL LETTER T
0x15	0x1CCEA	# OUTLINED LATIN CAPITAL LETTER U
0x16	0x1CCEB	# OUTLINED LATIN CAPITAL LETTER V
0x17	0x1CCEC	# OUTLINED LATIN CAPITAL LETTER W
0x18	0x1CCED	# OUTLINED LATIN CAPITAL LETTER X
0x19	0x1CCEE	# OUTLINED LATIN CAPITAL LETTER Y
0x1A	0x1CCEF	# OUTLINED LATIN CAPITAL LETTER Z
0x1B	0x1CC48	# LEFT-FACING BASSINET
0x1C	0x1CC49	# RIGHT-FACING BASSINET
0x1D	0x1CC4A	# FLYING SAUCER WITH BEAMS
0x1E	0x2600	# BLACK SUN WITH RAYS
0x1F	0x1CC4B	# FLYING SAUCER WITHOUT BEAMS
0x20	0x1CCF0	# OUTLINED DIGIT ZERO
0x21	0x1CCF1	# OUTLINED DIGIT ONE
0x22	0x1CCF2	# OUTLINED DIGIT TWO
0x23	0x1CCF3	# OUTLINED DIGIT THREE
0x24	0x1CCF4	# OUTLINED DIGIT FOUR
0x25	0x1CCF5	# OUTLINED DIGIT FIVE
0x26	0x1CCF6	# OUTLINED DIGIT SIX
0x27	0x1CCF7	# OUTLINED DIGIT SEVEN
0x28	0x1CCF8	# OUTLINED DIGIT EIGHT
0x29	0x1CCF9	# OUTLINED DIGIT NINE
0x2A	0x29C9	# TWO JOINED SQUARES
0x2B	0x2BBA	# OVERLAPPING WHITE SQUARES
0x2C	0x1CC4C	# ALIEN MONSTER OPEN JAWS
0x2D	0x1CC4D	# ALIEN MONSTER CLOSED JAWS
0x2E	0x1CC4E	# ALIEN SQUID OPEN TENTACLES
0x2F	0x1CC4F	# ALIEN SQUID CLOSED TENTACLES
0x30	0x1CC50	# ALIEN CRAB STEPPING RIGHT
0x31	0x1CC51	# ALIEN CRAB STEPPING LEFT
0x32	0x1CC52	# ALIEN SPIDER CROUCHING
0x33	0x1CC53	# ALIEN SPIDER SPREAD
0x34	0x1CC54	# ALIEN MONSTER STEP-1
0x35	0x1CC55	# ALIEN MONSTER STEP-2
0x36	0xFFCD4	# (ghost from Pac-Man; unencodable due to IP protection)
0x37	0xFFCD5	# (ghost from Pac-Man; unencodable due to IP protection)
0x38	0xFFCD6	# (ghost from Pac-Man; unencodable due to IP protection)
0x39	0xFFCD7	# (ghost from Pac-Man; unencodable due to IP protection)
0x3A	0x1CC6C	# BLACK LARGE CIRCLE MINUS UPPER QUARTER SECTION
0x3B	0x1CC6B	# BLACK LARGE CIRCLE MINUS LEFT QUARTER SECTION
0x3C	0x1CC6E	# BLACK LARGE CIRCLE MINUS LOWER QUARTER SECTION
0x3D	0x1CC6D	# BLACK LARGE CIRCLE MINUS RIGHT QUARTER SECTION
0x3E	0x2B24	# BLACK LARGE CIRCLE
0x3F	0x1CC57	# UP-POINTING ROCKET SHIP
0x40	0x1CC56	# LEFT-POINTING ROCKET SHIP
0x41	0x1CC59	# DOWN-POINTING ROCKET SHIP
0x42	0x1CC58	# RIGHT-POINTING ROCKET SHIP
0x43	0x1CC5A	# TOP HALF LEFT-FACING ROBOT
0x44	0x1CC5B	# TOP HALF FORWARD-FACING ROBOT
0x45	0x1CC5C	# TOP HALF RIGHT-FACING ROBOT
0x46	0x1CC5D	# BOTTOM HALF LEFT-FACING ROBOT
0x47	0x1CC5E	# BOTTOM HALF FORWARD-FACING ROBOT
0x48	0x1CC5F	# BOTTOM HALF RIGHT-FACING ROBOT
0x49	0x1CC71	# UP-FACING SNAKE HEAD WITH OPEN MOUTH
0x4A	0x1CC70	# LEFT-FACING SNAKE HEAD WITH OPEN MOUTH
0x4B	0x1CC73	# DOWN-FACING SNAKE HEAD WITH OPEN MOUTH
0x4C	0x1CC72	# RIGHT-FACING SNAKE HEAD WITH OPEN MOUTH
0x4D	0x1CC75	# UP-FACING SNAKE HEAD WITH CLOSED MOUTH
0x4E	0x1CC77	# DOWN-FACING SNAKE HEAD WITH CLOSED MOUTH
0x4F	0x1CC76	# RIGHT-FACING SNAKE HEAD WITH CLOSED MOUTH
0x50	0x1CC74	# LEFT-FACING SNAKE HEAD WITH CLOSED MOUTH
0x51	0x1CC61	# UP-POINTING ATOMIC BOMB
0x52	0x1CC60	# LEFT-POINTING ATOMIC BOMB
0x53	0x1CC63	# DOWN-POINTING ATOMIC BOMB
0x54	0x1CC62	# RIGHT-POINTING ATOMIC BOMB
0x55	0x1CC66	# UP-POINTING RIFLE
0x56	0x1CC65	# LEFT-POINTING RIFLE
0x57	0x1CC68	# DOWN-POINTING RIFLE
0x58	0x1CC67	# RIGHT-POINTING RIFLE
0x59	0x1F6E7	# UP-POINTING AIRPLANE
0x5A	0x1CDF9	# LEFT-POINTING AIRPLANE
0x5B	0x1CDF8	# DOWN-POINTING AIRPLANE
0x5C	0x2708	# AIRPLANE
0x5D	0x2196	# NORTH WEST ARROW
0x5E	0x2199	# SOUTH WEST ARROW
0x5F	0x2198	# SOUTH EAST ARROW
0x60	0x2197	# NORTH EAST ARROW
0x61	0x1CC79	# UP-POINTING ENERGY WAVE
0x62	0x1CC78	# LEFT-POINTING ENERGY WAVE
0x63	0x1CC7B	# DOWN-POINTING ENERGY WAVE
0x64	0x1CC7A	# RIGHT-POINTING ENERGY WAVE
0x65	0x1CC7C	# SQUARE SPIRAL FROM TOP LEFT
0x66	0x1CC7F	# SQUARE SPIRAL FROM BOTTOM LEFT
0x67	0x1CC7E	# SQUARE SPIRAL FROM BOTTOM RIGHT
0x68	0x1CC7D	# SQUARE SPIRAL FROM TOP RIGHT
0x69	0x1CC81	# STRIPED UP-POINTING TRIANGLE
0x6A	0x1CC80	# STRIPED LEFT-POINTING TRIANGLE
0x6B	0x1CC83	# STRIPED DOWN-POINTING TRIANGLE
0x6C	0x1CC82	# STRIPED RIGHT-POINTING TRIANGLE
0x6D	0x23EB	# BLACK UP-POINTING DOUBLE TRIANGLE
0x6E	0x23EA	# BLACK LEFT-POINTING DOUBLE TRIANGLE
0x6F	0x23EC	# BLACK DOWN-POINTING DOUBLE TRIANGLE
0x70	0x23E9	# BLACK RIGHT-POINTING DOUBLE TRIANGLE
