#	Name:   Map from Sharp MZ-80 (video) European character set to Unicode
#	Date:   2021 November 21
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x0020	# SPACE
0x01	0x0041	# LATIN CAPITAL LETTER A
0x02	0x0042	# LATIN CAPITAL LETTER B
0x03	0x0043	# LATIN CAPITAL LETTER C
0x04	0x0044	# LATIN CAPITAL LETTER D
0x05	0x0045	# LATIN CAPITAL LETTER E
0x06	0x0046	# LATIN CAPITAL LETTER F
0x07	0x0047	# LATIN CAPITAL LETTER G
0x08	0x0048	# LATIN CAPITAL LETTER H
0x09	0x0049	# LATIN CAPITAL LETTER I
0x0A	0x004A	# LATIN CAPITAL LETTER J
0x0B	0x004B	# LATIN CAPITAL LETTER K
0x0C	0x004C	# LATIN CAPITAL LETTER L
0x0D	0x004D	# LATIN CAPITAL LETTER M
0x0E	0x004E	# LATIN CAPITAL LETTER N
0x0F	0x004F	# LATIN CAPITAL LETTER O
0x10	0x0050	# LATIN CAPITAL LETTER P
0x11	0x0051	# LATIN CAPITAL LETTER Q
0x12	0x0052	# LATIN CAPITAL LETTER R
0x13	0x0053	# LATIN CAPITAL LETTER S
0x14	0x0054	# LATIN CAPITAL LETTER T
0x15	0x0055	# LATIN CAPITAL LETTER U
0x16	0x0056	# LATIN CAPITAL LETTER V
0x17	0x0057	# LATIN CAPITAL LETTER W
0x18	0x0058	# LATIN CAPITAL LETTER X
0x19	0x0059	# LATIN CAPITAL LETTER Y
0x1A	0x005A	# LATIN CAPITAL LETTER Z
0x1B	0x00A3	# POUND SIGN
0x1C	0x2514	# BOX DRAWINGS LIGHT UP AND RIGHT
0x1D	0x2518	# BOX DRAWINGS LIGHT UP AND LEFT
0x1E	0x251C	# BOX DRAWINGS LIGHT VERTICAL AND RIGHT
0x1F	0x2534	# BOX DRAWINGS LIGHT UP AND HORIZONTAL
0x20	0x0030	# DIGIT ZERO
0x21	0x0031	# DIGIT ONE
0x22	0x0032	# DIGIT TWO
0x23	0x0033	# DIGIT THREE
0x24	0x0034	# DIGIT FOUR
0x25	0x0035	# DIGIT FIVE
0x26	0x0036	# DIGIT SIX
0x27	0x0037	# DIGIT SEVEN
0x28	0x0038	# DIGIT EIGHT
0x29	0x0039	# DIGIT NINE
0x2A	0x002D	# HYPHEN-MINUS
0x2B	0x003D	# EQUALS SIGN
0x2C	0x003B	# SEMICOLON
0x2D	0x002F	# SOLIDUS
0x2E	0x002E	# FULL STOP
0x2F	0x002C	# COMMA
0x30	0x1FB76	# HORIZONTAL ONE EIGHTH BLOCK-2
0x31	0x1FB70	# VERTICAL ONE EIGHTH BLOCK-2
0x32	0x1FB7C	# LEFT AND LOWER ONE EIGHTH BLOCK
0x33	0x1FB7F	# RIGHT AND LOWER ONE EIGHTH BLOCK
0x34	0x1FB78	# HORIZONTAL ONE EIGHTH BLOCK-4
0x35	0x1FB72	# VERTICAL ONE EIGHTH BLOCK-4
0x36	0x1FB82	# UPPER ONE QUARTER BLOCK
0x37	0x258E	# LEFT ONE QUARTER BLOCK
0x38	0x1FB7A	# HORIZONTAL ONE EIGHTH BLOCK-6
0x39	0x1FB74	# VERTICAL ONE EIGHTH BLOCK-6
0x3A	0x2584	# LOWER HALF BLOCK
0x3B	0x2590	# RIGHT HALF BLOCK
0x3C	0x2581	# LOWER ONE EIGHTH BLOCK
0x3D	0x2595	# RIGHT ONE EIGHTH BLOCK
0x3E	0x2582	# LOWER ONE QUARTER BLOCK
0x3F	0x1FB87	# RIGHT ONE QUARTER BLOCK
0x40	0x00A0	# NO-BREAK SPACE
0x41	0x2660	# BLACK SPADE SUIT
0x42	0x25E5	# BLACK UPPER RIGHT TRIANGLE
0x43	0x2588	# FULL BLOCK
0x44	0x2666	# BLACK DIAMOND SUIT
0x45	0x2190	# LEFTWARDS ARROW
0x46	0x2663	# BLACK CLUB SUIT
0x47	0x2022	# BULLET
0x48	0x25E6	# WHITE BULLET
0x49	0x003F	# QUESTION MARK
0x4A	0x25D8	# INVERSE BULLET
0x4B	0x256D	# BOX DRAWINGS LIGHT ARC DOWN AND RIGHT
0x4C	0x256E	# BOX DRAWINGS LIGHT ARC DOWN AND LEFT
